year,rank,company,revenue ($ millions),profit ($ millions)
1973,184,Pullman,758.7,17.8
1973,185,Land O'Lakes,748.4,N.A.
1973,186,Carrier,739.4,32.3
1973,187,McGraw-Edison,737.7,38.3
1973,188,Farmland Industries,735.2,N.A.
1973,189,White Consolidated Industries,728.1,30.2
1973,190,Sterling Drug,720.8,69.0
1973,191,Hormel Foods,719.8,7.8
1973,192,Pillsbury,717.8,16.9
1973,193,Corning,714.6,54.3
1973,194,Oscar Mayer,712.3,16.0
1973,195,Coltec Industries,707.3,16.3
1973,196,Agway,701.0,N.A.
1973,197,Kellogg,699.2,60.5
1973,198,Essex International,696.4,37.1
1973,199,Magnavox,686.0,17.6
1973,200,Armstrong Holdings,684.5,41.8
1973,201,Grumman,683.5,-70.0
1973,202,Kerr-McGee,679.6,50.6
1973,203,Archer Daniels Midland,675.9,11.3
1973,204,Budd,670.8,17.6
1973,205,Fruit of the Loom,665.1,51.0
1973,206,Whittaker,665.0,7.0
1973,207,Control Data,663.7,62.4
1973,208,Heublein,662.9,19.4
1973,209,Sherwin-Williams,658.3,18.2
1973,210,USG,652.1,49.1
1973,211,Amstar,650.6,16.6
1973,212,Ikon Office Solutions,646.7,12.5
1973,213,Brunswick,633.8,34.8
1973,214,Ethyl,631.6,49.2
1973,215,North American Philips,631.3,25.4
1973,216,Cerro,622.2,17.7
1973,217,J.E. Seagram,620.0,23.1
1973,218,Rohm & Haas,618.6,46.4
1973,219,Maxus Energy,617.3,33.3
1973,220,Time Warner,616.6,22.4
1973,221,Owens Corning,615.3,35.8
1973,222,Koppers,612.8,23.1
1973,223,Jos. Schlitz Brewing,611.3,37.5
1973,224,Anderson Clayton,609.4,17.0
1973,225,Wheeling Pittsburgh,607.8,15.2
1973,226,Avco,607.0,43.2
1973,227,General Host,607.0,3.4
1973,228,Times Mirror,605.2,42.0
1973,229,Diamond International,603.5,37.8
1973,230,Union Camp,601.6,38.8
1973,231,Liggett Group,598.2,31.3
1973,232,Paccar,594.7,29.8
1973,233,Aeroquip-Vickers,594.4,52.6
1973,234,Eltra,583.4,25.6
1973,235,Castle & Cooke,578.2,15.0
1973,236,Williams,577.9,38.0
1973,237,Northrop Grumman,573.7,11.1
1973,238,Allegheny International,571.7,17.7
1973,239,Akzona,571.5,23.2
1973,240,Brown Shoe,567.1,22.8
1973,241,Loews,566.3,69.6
1973,242,Polaroid,559.3,42.5
1973,243,Container Corp. of America,558.8,19.6
1973,244,Lear Siegler,556.7,11.8
1973,245,Fruehauf,550.4,26.8
1973,246,Cluett Peabody,547.2,13.7
1973,247,Stauffer Chemical,542.6,33.5
1973,248,Chromalloy American,541.1,20.4
1973,249,Scovill,537.3,17.5
1973,250,Lever Brothers,527.1,12.7
1973,251,Abbott Laboratories,521.8,39.4
1973,252,Cummins,521.1,8.2
1973,253,National Gypsum,519.0,30.6
1973,254,Kayser-Roth,519.0,12.0
1973,255,BOC,518.0,2.0
1973,256,Indian Head,513.6,8.3
1973,257,American Beef Packers,511.7,1.1
1973,258,Pharmacia,511.3,46.5
1973,259,Schering-Plough,504.2,77.3
1973,260,Levi Strauss,504.1,25.0
1973,261,Warner Communications,498.6,50.1
1973,262,Universal Leaf Tobacco,498.4,8.9
1973,263,A.O. Smith,492.8,9.9
1973,264,Foster Wheeler,491.7,6.7
1973,265,Imcera Group,491.2,20.3
1973,266,Crown Holdings,488.9,31.2
1973,267,Hewlett-Packard,479.1,38.5
1973,268,National Can,475.7,14.1
1973,269,Universal Oil Products,473.1,12.6
1973,270,Westvaco,472.0,13.1
1973,271,Gould,471.3,19.5
1973,272,Timken,470.8,42.3
1973,273,M. Lowenstein,470.0,6.0
1973,274,Admiral,468.8,15.4
1973,275,USM,464.4,-7.5
1973,276,Lone Star Industries,463.4,24.1
1973,277,Di Giorgio,459.8,9.0
1973,278,Hoover,458.4,29.5
1973,279,Intl. Multifoods,457.5,8.6
1973,280,Gold Kist Holdings,454.5,N.A.
1973,281,Kelsey-Hayes,453.7,7.4
1973,282,Sunbeam/Oster,453.2,18.3
1973,283,National Industries,452.5,3.3
1973,284,Kaiser Steel,447.2,-8.8
1973,285,Richardson-Vicks,446.5,36.7
1973,286,Pennwalt Corp,441.0,16.1
1973,287,Revlon,441.0,37.7
1973,288,Flintkote,440.6,20.0
1973,289,AM International,435.7,16.6
1973,290,Metromedia International,434.0,18.1
1973,291,Mohasco,431.2,14.7
1973,292,McGraw-Hill,430.1,22.6
1973,293,Bemis,427.6,9.8
1973,294,Kane-Miller,424.5,3.5
1973,295,Hartmarx,423.1,14.2
1973,296,Hershey Foods,416.2,20.6
1973,297,Ward Foods,414.5,-20.0
1973,298,Cyclops Industries,414.0,7.7
1973,299,Great Northern Nekoosa,409.8,18.2
1973,300,Tecumseh Products,408.6,23.5
1973,301,WestPoint Stevens,408.2,10.2
1973,302,Libby; McNeill & Libby,407.2,-0.5
1973,303,US Pharmaceuticals,402.3,48.9
1973,304,Stanley Works,399.0,19.9
1973,305,Springs Industries,398.9,13.2
1973,306,MBPXL,395.7,2.4
1973,307,Hammermill Paper,394.7,3.5
1973,308,Outboard Marine,394.1,30.5
1973,309,MacMillan,393.9,14.9
1973,310,Certainteed,392.6,26.5
1973,311,National Service Industries,392.0,22.3
1973,312,Revere Copper & Brass,390.9,-9.4
1973,313,Interlake,387.7,13.0
1973,314,Figgie International,381.6,8.8
1973,315,I-T-E Imperial,377.6,17.6
1973,316,Potlatch,377.4,16.6
1973,317,Norton,374.4,14.5
1973,318,U.S. Shoe,372.3,12.8
1973,319,Campbell Taggart,371.1,11.9
1973,320,Harris,370.9,13.8
1973,321,Hygrade Food Products,369.9,5.0
1973,322,GK Technologies,369.7,15.2
1973,323,Spencer Foods,368.4,-0.5
1973,324,Thiokol,367.8,24.4
1973,325,Champion Spark Plug,367.4,39.8
1973,326,Dan River,366.6,5.1
1973,327,Bell & Howell,365.3,16.4
1973,328,Purex Industries,363.7,15.2
1973,329,Allied Mills,363.6,2.0
1973,330,Rexnord,363.6,13.3
1973,331,Dairylea Cooperative,358.5,N.A.
1973,332,Avnet,357.6,16.0
1973,333,Inmont,357.1,8.3
1973,334,Apogent Technologies,356.3,23.3
1973,335,CBI Industries,354.3,32.9
1973,336,R.R. Donnelley & Sons,353.6,26.1
1973,337,Cannon Mills,353.4,16.4
1973,338,Fairmont Foods,353.3,-1.1
1973,339,Harsco,352.0,17.2
1973,340,UV Industries,351.3,11.1
1973,341,Air Products & Chem.,351.2,18.3
1973,342,Chesebrough-Pond's,350.8,26.9
1973,343,Thomas J. Lipton,347.6,18.9
1973,344,MCA,346.0,20.9
1973,345,General Signal,345.8,16.4
1973,346,Black & Decker,345.7,26.6
1973,347,Congoleum,345.2,23.4
1973,348,Blue Bell,344.4,15.0
1973,349,ACF Industries,343.7,19.0
1973,350,Simmons,342.6,13.3
1973,351,Pitney Bowes,342.1,13.6
1973,352,Dayco,341.5,5.7
1973,353,NVF,341.4,8.8
1973,354,Anchor Hocking,340.3,20.7
1973,355,Square D,340.3,35.1
1973,356,Carborundum,339.9,16.3
1973,357,Reliance Electric,338.8,13.6
1973,358,Insilco,338.3,12.0
1973,359,Southwest Forest Industries,338.1,9.3
1973,360,Staley Continental,336.1,6.4
1973,361,Pabst Brewing,335.6,27.9
1973,362,Saxon Industries,335.3,8.8
1973,363,Questor,335.3,14.4
1973,364,Jonathan Logan,332.2,18.4
1973,365,ESB,331.5,11.6
1973,366,American Bakeries,331.4,3.0
1973,367,Cone Mills,331.2,8.2
1973,368,Eastern Gas & Fuel Associates,331.0,17.5
1973,369,New York Times,329.5,13.6
1973,370,Rockwell Manufacturing,327.8,18.8
1973,371,GATX,327.7,39.8
1973,372,Skyline,326.8,19.8
1973,373,Miles Laboratories,325.9,15.2
1973,374,Joy Technologies,323.8,14.0
1973,375,Chemetron,319.2,8.0
1973,376,Norris Industries,316.8,16.6
1973,377,Knight-Ridder,310.4,20.8
1973,378,Kellwood,307.3,6.2
1973,379,Amsted Industries,306.2,12.2
1973,380,Sundstrand,304.1,9.4
1973,381,Federal-Mogul,303.5,15.2
1973,382,AMP,302.1,33.2
1973,383,ConAgra Foods,301.7,3.1
1973,384,Howmet,301.5,24.3
1973,385,Fedders,300.7,7.3
1973,386,Commonwealth Oil Refining,299.1,3.1
1973,387,Stokely-Van Camp,298.5,7.2
1973,388,Warnaco Group,298.2,8.9
1973,389,VF,297.2,17.4
1973,390,Witco,293.5,11.8
1973,391,Grolier,292.6,9.6
1973,392,McLouth Steel,292.1,4.5
1973,393,Talley Industries,291.8,7.1
1973,394,Collins & Aikman,291.3,17.2
1973,395,Trans Union,289.3,25.9
1973,396,Becton Dickinson,289.2,20.8
1973,397,Monfort of Colorado,288.7,5.8
1973,398,Koehring,288.6,5.2
1973,399,Gannett,286.1,23.2
1973,400,Rohr,285.1,5.0
1973,401,FINA,284.8,18.1
1973,402,Ampex,283.9,-89.7
1973,403,Cincinnati Milacron,283.1,1.9
1973,404,Gerber Products,282.6,20.3
1973,405,Ex-Cell-O,281.3,6.7
1973,406,Hoerner Waldorf,281.3,16.1
1973,407,Cutler-Hammer,280.8,10.8
1973,408,Baxter International,278.8,22.2
1973,409,Premcor,278.8,8.3
1973,410,Mattel,278.5,-29.9
1973,411,Rath Packing,277.4,-4.6
1973,412,Midland-Ross,277.4,8.8
1973,413,Bangor Punta,277.1,0.3
1973,414,Trane,276.1,17.4
1973,415,General Instrument,275.9,5.7
1973,416,Interstate Brands,275.4,-1.1
1973,417,Green Giant,275.1,6.8
1973,418,Cabot,274.3,18.7
1973,419,Signode,274.1,17.5
1973,420,Peavey,273.4,6.0
1973,421,Newmont Mining,272.3,44.8
1973,422,G.D. Searle,271.9,41.9
1973,423,Maremont,270.7,11.3
1973,424,Texasgulf,270.5,30.6
1973,425,Vulcan Materials,267.3,17.1
1973,426,Hobart,267.2,18.0
1973,427,Emhart,266.7,15.0
1973,428,Bluebird,264.8,2.3
1973,429,Tyco Laboratories,262.8,5.5
1973,430,Household Manufacturing,259.3,9.3
1973,431,Fleetwood Enterprises,258.2,11.8
1973,432,Willamette Industries,256.9,21.5
1973,433,Eagle-Picher Industries,255.9,11.8
1973,434,Thiokol,253.9,10.0
1973,435,Parker Hannifin,253.8,11.1
1973,436,Phillips-Van Heusen,253.8,7.1
1973,437,Robertson-Ceco,252.8,6.7
1973,438,Flavorland Industries,252.5,2.1
1973,439,Bunker Ramo,252.0,13.5
1973,440,Roper,251.7,6.9
1973,441,Columbia Pictures Industries,251.7,-3.4
1973,442,Great Western United,251.0,5.9
1973,443,Collins Radio,250.4,-63.8
1973,444,Cessna Aircraft,248.4,13.5
1973,445,Federal Paper Board,248.3,9.6
1973,446,Masonite,248.2,26.3
1973,447,Houdaille Industries,247.4,12.8
1973,448,Hanes,244.6,8.2
1973,449,Fieldcrest Cannon,244.1,7.5
1973,450,Omega-Alpha,243.6,-41.8
1973,451,National Homes,242.7,5.6
1973,452,Cenco,239.8,12.3
1973,453,St. Joe Minerals,239.5,26.0
1973,454,Curtiss-Wright,238.9,5.5
1973,455,Penn-Dixie Industries,237.5,2.6
1973,456,DeSoto,237.3,5.6
1973,457,Marathon Manufacturing,236.4,8.0
1973,458,Brockway,235.9,14.6
1973,459,Handy & Harman,235.0,2.7
1973,460,Farmers Union Central Exchange,232.2,N.A.
1973,461,H.K. Porter,231.7,14.5
1973,462,Johnson Service,231.4,10.2
1973,463,Keystone Consolidated Industries,230.5,4.0
1973,464,Fairchild Industries,230.0,6.2
1973,465,Sheller-Globe,229.3,5.5
1973,466,F. & M. Schaefer,228.7,-6.4
1973,467,Redman Industries,226.5,7.4
1973,468,Cyprus Amax Minerals,225.3,28.8
1973,469,Cooper Industries,225.0,11.6
1973,470,Fairchild Camera & Instrument,223.9,11.0
1973,471,Scott & Fetzer,223.6,17.7
1973,472,Idle Wild Foods,223.0,0.9
1973,473,Inland Container,222.5,9.4
1973,474,Briggs & Stratton,221.1,22.7
1973,475,Hoover Universal,220.7,11.3
1973,476,Tappan,220.4,5.9
1973,477,Riviana Foods,219.0,6.5
1973,478,Purolator,218.9,11.5
1973,479,Washington Post,217.8,9.7
1973,480,Reichhold Chemicals,217.5,7.9
1973,481,Lubrizol,217.4,26.2
1973,482,Ceco Industries,217.2,8.5
1973,483,Fibreboard,217.2,7.8
1973,484,Victor Comptometer,215.4,3.3
1973,485,American Hoist & Derrick,214.7,5.0
1973,486,McDonough,213.3,7.2
1973,487,Armstrong Rubber,212.1,7.4
1973,488,Arcata,210.3,7.1
1973,489,Utah International,209.8,39.8
1973,490,Gardner-Denver,209.7,22.9
1973,491,Hyster,209.5,9.5
1973,492,Allied Products,207.6,4.2
1973,493,Maytag,206.9,28.0
1973,494,Wm. Wrigley Jr.,206.7,18.3
1973,495,Champion Home Builders,206.1,11.4
1973,496,Arvin Industries,205.5,7.5
1973,497,Ferro,204.8,12.4
1973,498,Applera,204.7,12.1
1973,499,Wean United,204.6,-1.0
1973,500,Varian Associates,203.8,3.8
1974,1,General Motors,35798.3,2398.1
1974,2,Exxon Mobil,25724.3,2443.3
1974,3,Ford Motor,23015.1,906.5
1974,4,Chrysler,11774.4,255.4
1974,5,General Electric,11575.3,585.1
1974,6,Texaco,11406.9,1292.4
1974,7,Mobil,11390.1,849.3
1974,8,Intl. Business Machines,10993.2,1575.5
1974,9,ITT Industries,10183.0,527.8
1974,10,Gulf Oil,8417.0,800.0
1974,11,ChevronTexaco,7761.8,843.6
1974,12,AT&T Technologies,7037.3,315.3
1974,13,U.S. Steel,6951.9,325.8
1974,14,CBS,5702.3,161.9
1974,15,Amoco,5416.0,511.2
1974,16,DuPont,5275.6,585.6
1974,17,General Telephone & Electronics,5105.3,352.1
1974,18,Shell Oil,4883.8,332.7
1974,19,Goodyear Tire & Rubber,4675.3,184.8
1974,20,RCA,4246.8,183.7
1974,21,Conoco,4224.0,242.7
1974,22,Navistar International,4192.5,114.3
1974,23,LTV,4177.1,49.9
1974,24,Bethlehem Steel,4137.6,206.6
1974,25,Eastman Kodak,4035.5,653.5
1974,26,Atlantic Richfield,3982.6,270.2
1974,27,Esmark,3951.0,48.8
1974,28,Union Carbide,3938.8,290.9
1974,29,Tenneco Automotive,3910.5,230.2
1974,30,Procter & Gamble,3906.7,302.1
1974,31,Kraft,3601.5,103.4
1974,32,Greyhound,3408.7,76.4
1974,33,Boeing,3335.2,51.2
1974,34,Caterpillar,3182.4,246.8
1974,35,Rockwell Automation,3179.0,131.0
1974,36,Occidental Petroleum,3178.3,79.8
1974,37,Firestone Tire & Rubber,3154.9,164.9
1974,38,Dow Chemical,3067.9,275.6
1974,39,McDonnell Douglas,3002.6,129.5
1974,40,ConocoPhillips,2990.0,230.4
1974,41,Xerox,2989.7,300.5
1974,42,Sealed Air,2807.8,84.6
1974,43,Beatrice,2787.0,90.4
1974,44,Lockheed Martin,2756.8,16.8
1974,45,Monsanto,2647.7,238.3
1974,46,General Foods,2632.3,110.4
1974,47,Litton Industries,2624.4,43.0
1974,48,Borden Chemical,2554.0,73.0
1974,49,Unocal,2552.3,180.2
1974,50,3M,2545.6,295.5
1974,51,Continental Group,2539.7,95.2
1974,52,Singer,2527.6,94.5
1974,53,Ralston Purina,2433.6,77.5
1974,54,Honeywell,2390.6,103.9
1974,55,ARMCO,2390.2,107.5
1974,56,Nabisco Group Holdings,2330.0,263.6
1974,57,International Paper,2314.3,159.8
1974,58,Weyerhaeuser,2301.7,348.8
1974,59,United Technologies,2288.9,58.1
1974,60,Sunoco,2286.0,229.7
1974,61,Bendix,2229.5,68.7
1974,62,Sperry,2229.3,90.1
1974,63,Georgia-Pacific,2228.7,162.8
1974,64,Champion International,2208.0,86.8
1974,65,Colgate-Palmolive,2195.3,88.8
1974,66,American Can,2181.6,66.4
1974,67,TRW,2164.6,95.1
1974,68,Alcoa,2157.3,104.2
1974,69,Coca-Cola,2145.0,215.0
1974,70,National Intergroup,2103.3,98.1
1974,71,Burlington Industries Equity,2099.8,82.4
1974,72,Uniroyal,2082.7,47.1
1974,73,Republic Steel,2068.6,86.7
1974,74,Chiquita Brands Intl.,2066.2,25.4
1974,75,Ashland,2052.8,85.2
1974,76,Sara Lee,2042.9,72.1
1974,77,Citgo Petroleum,2034.6,146.9
1974,78,Deere,2003.0,168.5
1974,79,Gulf & Western Industries,1927.2,89.2
1974,80,Amerada Hess,1896.4,245.8
1974,81,Bestfoods,1874.3,75.5
1974,82,Fortune Brands,1864.9,131.3
1974,83,Textron,1858.4,100.8
1974,84,Owens-Illinois,1856.9,130.9
1974,85,Ryerson Tull,1829.0,83.1
1974,86,NCR,1816.3,72.0
1974,87,Wyeth,1784.4,199.2
1974,88,American Motors,1739.0,86.0
1974,89,Goodrich,1721.9,56.1
1974,90,FMC,1719.3,79.2
1974,91,Signal Companies,1711.0,58.4
1974,92,Altria Group,1709.0,148.6
1974,93,PepsiCo,1697.9,79.6
1974,94,Warner-Lambert,1670.4,138.6
1974,95,Honeywell Intl.,1664.6,95.1
1974,96,General Dynamics,1641.8,41.3
1974,97,Whirlpool,1636.9,86.6
1974,98,U.S. Industries,1636.8,66.9
1974,99,Johnson & Johnson,1611.8,148.4
1974,100,Celanese,1609.0,81.0
1974,101,Getty Oil,1600.9,142.2
1974,102,General Mills,1593.2,65.6
1974,103,Raytheon,1590.5,46.2
1974,104,Marathon Oil,1578.6,143.3
1974,105,CBS,1555.2,93.0
1974,106,Eaton,1550.1,85.6
1974,107,BorgWarner,1546.8,71.3
1974,108,American Standard,1529.3,39.5
1974,109,PPG Industries,1512.6,104.4
1974,110,BP America,1482.0,89.4
1974,111,American Cyanamid,1472.2,114.0
1974,112,Carnation,1472.2,64.9
1974,113,Teledyne,1455.5,65.4
1974,114,Nabisco Brands,1454.6,44.0
1974,115,Reynolds Metals,1449.8,45.1
1974,116,Motorola,1437.1,82.0
1974,117,Iowa Beef Processors,1422.3,12.2
1974,118,Norton Simon,1414.3,78.2
1974,119,Genesco,1410.5,-52.9
1974,120,Kennecott,1395.1,159.4
1974,121,GenCorp,1380.0,76.8
1974,122,Crown Zellerbach,1368.7,102.6
1974,123,Bristol-Myers Squibb,1363.0,101.8
1974,124,Standard Brands,1346.9,48.8
1974,125,Anaconda,1343.1,88.1
1974,126,AMAX,1336.8,105.1
1974,127,NL Industries,1334.2,47.1
1974,128,OfficeMax,1324.4,141.8
1974,129,Mead,1298.6,49.5
1974,130,Central Soya,1297.7,26.0
1974,131,Texas Instruments,1287.3,83.2
1974,132,Pfizer,1284.4,120.7
1974,133,Kaisertech,1280.7,44.5
1974,134,Ogden,1275.7,26.7
1974,135,Combustion Engineering,1272.7,43.1
1974,136,Unisys,1263.6,115.9
1974,137,Olin,1239.3,61.3
1974,138,H.J. Heinz,1233.9,21.6
1974,139,Campbell Soup,1233.2,78.8
1974,140,Lykes,1231.8,36.4
1974,141,White Motor,1179.4,23.7
1974,142,Kimberly-Clark,1178.0,81.7
1974,143,Whitman,1171.6,58.3
1974,144,Allis-Chalmers,1166.4,16.3
1974,145,Hercules,1154.8,91.1
1974,146,Avon Products,1150.7,135.8
1974,147,Martin Marietta,1139.9,57.3
1974,148,St. Regis,1133.8,61.7
1974,149,Clark Equipment,1127.9,55.2
1974,150,Studebaker-Worthington,1122.0,32.3
1974,151,Merck,1115.3,178.4
1974,152,J.P. Stevens,1114.0,30.8
1974,153,Evans Products,1113.6,31.1
1974,154,Anheuser-Busch,1109.7,65.6
1974,155,Associated Milk Producers,1102.8,N.A.
1974,156,Grumman,1082.6,28.2
1974,157,Asarco,1068.4,113.4
1974,158,Gillette,1064.4,86.7
1974,159,Walter Industries,1063.9,54.1
1974,160,Babcock & Wilcox,1063.7,22.1
1974,161,Pennzoil,1059.4,83.7
1974,162,Ingersoll-Rand,1038.8,82.2
1974,163,Dresser Industries,1025.2,44.2
1974,164,Zenith Electronics,1007.2,55.0
1974,165,Otis Elevator,1004.6,40.4
1974,166,Pullman,1002.0,36.5
1974,167,Furniture Brands Intl.,1001.8,39.1
1974,168,Dart Industries,993.3,62.3
1974,169,Quaker Oats,990.8,42.1
1974,170,Dana,988.5,56.1
1974,171,Safety-Kleen,980.3,18.3
1974,172,Kidde,977.8,37.7
1974,173,Eli Lilly,972.5,155.5
1974,174,Archer Daniels Midland,967.7,16.9
1974,175,AMF,962.0,57.8
1974,176,Phelps Dodge,962.0,109.0
1974,177,Crane,947.1,20.6
1974,178,Del Monte Foods,946.5,26.0
1974,179,Corning,945.8,70.4
1974,180,Emerson Electric,937.6,75.9
1974,181,Control Data,936.0,60.9
1974,182,Land O'Lakes,935.3,N.A.
1974,183,Scott Paper,931.3,56.6
1974,184,American Broadcasting,914.9,47.3
1974,185,Manville,905.4,55.8
1974,186,Farmland Industries,902.6,N.A.
1974,187,Oscar Mayer,887.2,17.4
1974,188,Quantum Chemical,885.5,72.2
1974,189,Squibb,880.6,80.8
1974,190,Carrier,876.7,40.8
1974,191,Coltec Industries,862.1,26.7
1974,192,Heublein,861.2,28.6
1974,193,GAF,848.9,28.9
1974,194,United Merchants & Mfrs.,847.4,20.1
1974,195,Fruit of the Loom,846.1,57.1
1974,196,Essex International,845.1,40.4
1974,197,Kellogg,828.4,65.0
1974,198,Agway,826.0,N.A.
1974,199,Hormel Foods,825.7,7.4
1974,200,White Consolidated Industries,825.6,35.4
1974,201,McGraw-Edison,823.0,33.0
1974,202,Pet,819.4,9.7
1974,203,Pillsbury,816.3,20.0
1974,204,Sterling Drug,800.4,76.2
1974,205,Armstrong Holdings,795.1,55.7
1974,206,Rohm & Haas,788.6,65.7
1974,207,Whittaker,780.5,-5.7
1974,208,Ikon Office Solutions,777.7,18.7
1974,209,Budd,776.8,23.7
1974,210,Coastal,771.6,38.2
1974,211,Paccar,766.2,42.9
1974,212,Allegheny International,763.0,31.2
1974,213,Wheeling Pittsburgh,761.1,19.3
1974,214,USG,759.1,51.1
1974,215,Union Camp,750.4,60.5
1974,216,Williams,744.1,48.4
1974,217,Owens Corning,732.9,46.1
1974,218,American Beef Packers,729.1,3.4
1974,219,Time Warner,728.3,47.5
1974,220,Kerr-McGee,728.0,62.8
1974,221,North American Philips,727.6,34.5
1974,222,Fruehauf,727.4,37.5
1974,223,Koppers,723.9,29.5
1974,224,Sherwin-Williams,704.7,24.5
1974,225,Akzona,704.4,35.7
1974,226,Jos. Schlitz Brewing,703.0,53.7
1974,227,Ethyl,699.0,52.9
1974,228,Northrop Grumman,699.0,11.6
1974,229,Times Mirror,696.0,54.9
1974,230,Anderson Clayton,695.0,15.1
1974,231,Aeroquip-Vickers,689.2,62.2
1974,232,Castle & Cooke,689.1,26.9
1974,233,Diamond International,687.7,44.3
1974,234,Cummins,685.8,26.4
1974,235,Polaroid,685.5,51.8
1974,236,Brunswick,683.4,39.7
1974,237,Lone Star Industries,682.7,28.3
1974,238,Chromalloy American,674.8,24.8
1974,239,Avco,670.5,-18.3
1974,240,Eltra,669.8,32.4
1974,241,Hewlett-Packard,661.3,50.7
1974,242,Maxus Energy,661.0,50.5
1974,243,General Host,656.5,4.9
1974,244,Westvaco,655.5,43.5
1974,245,J.E. Seagram,655.2,25.3
1974,246,Brown Shoe,653.9,24.6
1974,247,Levi Strauss,653.0,11.9
1974,248,Amstar,652.5,14.9
1974,249,Pharmacia,647.5,68.6
1974,250,Container Corp. of America,644.7,29.0
1974,251,Kane-Miller,644.7,9.5
1974,252,Cerro,636.6,3.6
1974,253,Stauffer Chemical,621.3,46.4
1974,254,Abbott Laboratories,620.4,46.0
1974,255,Magnavox,620.2,6.9
1974,256,Gould,619.5,23.9
1974,257,Lear Siegler,615.6,17.0
1974,258,Scovill,614.5,20.5
1974,259,Schering-Plough,611.6,106.0
1974,260,Universal Oil Products,610.7,21.6
1974,261,A.O. Smith,610.5,15.2
1974,262,Kaiser Steel,608.8,52.7
1974,263,BOC,583.8,19.1
1974,264,Liggett Group,582.8,29.2
1974,265,Sunbeam/Oster,581.2,27.2
1974,266,Gold Kist Holdings,573.0,N.A.
1974,267,Crown Holdings,571.8,34.3
1974,268,Timken,567.5,53.0
1974,269,Lever Brothers,566.0,5.6
1974,270,M. Lowenstein,558.5,10.3
1974,271,National Gypsum,554.5,31.3
1974,272,Indian Head,551.3,18.4
1974,273,Warner Communications,549.6,51.2
1974,274,Imcera Group,547.9,26.2
1974,275,Universal Leaf Tobacco,545.3,10.0
1974,276,Kayser-Roth,542.2,14.8
1974,277,National Can,542.1,14.4
1974,278,National Industries,540.7,6.1
1974,279,Foster Wheeler,540.6,9.3
1974,280,Springs Industries,538.7,19.3
1974,281,Kelsey-Hayes,538.7,11.3
1974,282,Cluett Peabody,536.4,8.1
1974,283,Hoover,534.7,33.0
1974,284,Intl. Multifoods,527.7,9.9
1974,285,USM,527.0,11.5
1974,286,Tecumseh Products,524.4,29.5
1974,287,Admiral,522.6,11.1
1974,288,Di Giorgio,521.4,9.0
1974,289,Cyclops Industries,520.0,8.6
1974,290,Mohasco,518.0,14.2
1974,291,Loews,517.0,63.1
1974,292,Bemis,514.6,12.9
1974,293,Revlon,508.9,43.4
1974,294,Richardson-Vicks,505.4,41.4
1974,295,Great Northern Nekoosa,505.1,27.5
1974,296,Metromedia International,504.7,16.5
1974,297,Pennwalt Corp,504.0,20.1
1974,298,Murphy Oil,499.1,53.5
1974,299,Revere Copper & Brass,492.5,2.5
1974,300,AM International,489.8,4.4
1974,301,Reliance Electric,484.4,23.2
1974,302,WestPoint Stevens,481.7,17.8
1974,303,Hammermill Paper,477.9,17.0
1974,304,Certainteed,476.2,25.2
1974,305,Commonwealth Oil Refining,475.4,36.5
1974,306,Norton,475.4,21.3
1974,307,Outboard Marine,471.9,37.0
1974,308,G.D. Searle,471.7,59.8
1974,309,McGraw-Hill,470.3,25.6
1974,310,GK Technologies,469.6,12.4
1974,311,Hartmarx,469.2,16.1
1974,312,MBPXL,468.2,4.7
1974,313,Chesebrough-Pond's,464.3,37.4
1974,314,Hygrade Food Products,462.0,6.1
1974,315,Staley Continental,461.4,7.9
1974,316,Interlake,460.1,16.8
1974,317,Charter,458.8,20.5
1974,318,Campbell Taggart,456.5,12.3
1974,319,Southwest Forest Industries,454.1,13.2
1974,320,FINA,447.8,37.0
1974,321,Harris,447.5,16.4
1974,322,US Pharmaceuticals,444.1,52.8
1974,323,Hershey Foods,442.7,14.3
1974,324,Potlatch,442.4,34.0
1974,325,UV Industries,442.3,22.1
1974,326,Flintkote,442.3,18.0
1974,327,Rexnord,442.1,14.8
1974,328,Avnet,440.7,21.7
1974,329,ACF Industries,436.1,25.8
1974,330,Figgie International,435.8,10.2
1974,331,Libby; McNeill & Libby,434.5,8.9
1974,332,Allied Mills,434.2,4.8
1974,333,Stanley Works,434.2,22.8
1974,334,National Service Industries,430.0,22.7
1974,335,Newmont Mining,427.8,103.4
1974,336,I-T-E Imperial,427.1,18.5
1974,337,Black & Decker,427.0,33.3
1974,338,Dan River,423.2,10.4
1974,339,ConAgra Foods,422.1,6.1
1974,340,MacMillan,420.4,16.7
1974,341,GATX,419.7,51.7
1974,342,Champion Spark Plug,419.2,51.7
1974,343,AMP,418.0,45.5
1974,344,MCA,417.8,25.6
1974,345,Louisiana-Pacific,416.9,66.5
1974,346,Carborundum,415.1,20.6
1974,347,Inmont,413.6,11.3
1974,348,Spencer Foods,413.3,2.6
1974,349,U.S. Shoe,413.0,11.5
1974,350,Clorox,412.6,26.9
1974,351,Blue Bell,412.2,15.1
1974,352,Ward Foods,411.7,-9.7
1974,353,Thiokol,406.9,23.7
1974,354,Simmons,406.2,14.9
1974,355,Thomas J. Lipton,403.3,19.0
1974,356,Pitney Bowes,402.5,-22.4
1974,357,Apogent Technologies,402.3,21.7
1974,358,Harsco,401.6,22.0
1974,359,Dayco,399.6,9.5
